Time,Average Wait Time,Number of Visitors,Number of New Visitors Arriving
21:00,59.0,295.0,0.0
21:05,60.0,300.0,200.0
21:10,62.0,310.0,400.0
21:15,58.0,290.0,-800.0
21:20,59.0,295.0,200.0
21:25,58.0,290.0,-200.0
21:30,59.0,295.0,200.0
21:35,58.0,290.0,-200.0
21:40,58.0,290.0,0.0
21:45,57.0,285.0,-200.0
21:50,57.0,285.0,0.0
21:55,57.0,285.0,0.0
22:00,57.0,285.0,0.0
22:05,52.0,260.0,-1000.0
22:10,56.0,280.0,800.0
22:15,56.0,280.0,0.0
22:20,55.0,275.0,-200.0
22:25,55.0,275.0,0.0
22:30,55.0,275.0,0.0
22:35,55.0,275.0,0.0
22:40,55.0,275.0,0.0
22:45,59.0,295.0,800.0
22:50,55.0,275.0,-800.0
22:55,55.0,275.0,0.0
23:00,55.0,275.0,0.0
23:05,55.0,275.0,0.0
23:10,58.0,290.0,600.0
23:15,58.0,290.0,0.0
23:20,58.0,290.0,0.0
23:25,57.0,285.0,-200.0
23:30,57.0,285.0,0.0
23:35,57.0,285.0,0.0
23:40,55.0,275.0,-400.0
23:45,56.0,280.0,200.0
23:50,57.0,285.0,200.0
